Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,F4-AV,C4-AV,P4-AV,O2-AV,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
9.06,-37.52,27.37,22.47,-35.18,-75.82,-83.87,-69.25,30.84,39.84,50.03,41.68,24.96,62.17,13.88,27.96,40.48,35.3,-144.71,2.32,17.58
4.53,-36.92,8.3,12.69,-26.6,-31.9,-37.47,-52.09,11.75,15.43,26.64,31.9,0.44,44.47,7.17,27.03,41.62,15.5,-60.14,0.55,-3.29
0.31,-18.97,-15.06,-0.84,-11.33,35.37,28.47,-36.98,-9.19,-14.31,-5.0,7.73,-28.92,20.91,-2.23,16.15,36.32,-6.24,45.63,0.35,-43.17
0.79,5.51,-25.12,-20.05,9.21,83.56,83.42,-47.51,-19.67,-33.54,-40.38,-14.16,-50.9,1.88,-9.15,0.66,20.71,-24.05,145.35,-1.4,-64.49
-3.6,18.07,-28.78,-35.35,43.98,99.2,106.48,-53.88,-26.1,-41.74,-59.38,-22.76,-53.65,-6.81,-12.12,-3.74,3.34,-28.8,185.82,-10.08,-70.57
-10.8,18.75,-24.34,-31.06,46.57,64.42,79.27,-23.16,-29.76,-36.15,-38.77,-11.52,-48.19,-1.22,-13.52,6.82,-12.19,-21.52,159.74,-24.85,-48.05
-12.4,13.18,-10.84,-10.6,13.25,14.62,31.92,-4.7,-21.8,-16.35,4.46,5.42,-40.22,13.13,-7.4,22.97,-15.05,-4.72,76.64,-27.83,-24.09
-3.45,8.04,4.82,17.94,-30.61,-50.71,-33.5,9.76,-5.49,14.27,29.01,27.72,-20.69,37.34,4.44,36.4,-11.85,15.98,-30.87,-23.1,3.75
1.44,-6.34,11.24,40.76,-54.73,-100.96,-93.79,11.37,16.39,35.26,40.07,52.44,15.51,58.01,15.44,45.96,-2.03,31.4,-137.4,-17.41,36.59
7.68,-21.33,14.49,53.02,-67.21,-115.72,-118.54,-2.25,29.76,43.26,39.27,63.37,29.28,68.42,18.87,48.44,12.91,35.72,-179.86,-6.39,46.05
11.53,-25.01,19.97,45.03,-65.38,-79.0,-92.05,-25.26,31.06,31.8,32.23,50.83,17.32,59.76,12.72,38.71,29.81,26.16,-150.69,3.0,26.78
17.13,-19.42,18.98,20.69,-42.79,-28.63,-41.61,-40.53,20.94,10.27,3.77,27.93,-5.7,43.63,5.72,27.48,33.16,9.92,-65.6,10.21,-6.23
10.79,-11.02,0.54,-1.66,-2.96,42.53,28.26,-39.04,-1.9,-21.09,-30.49,1.54,-35.03,20.96,-3.96,17.67,28.29,-10.81,38.83,2.15,-34.29
1.27,2.01,-21.11,-10.53,32.08,89.02,86.14,-17.18,-26.27,-47.02,-43.3,-16.8,-66.53,-5.88,-13.79,9.29,10.0,-30.26,141.03,-13.37,-58.88
4.0,21.8,-27.92,-14.08,34.34,106.77,111.42,-13.08,-32.56,-53.1,-44.33,-33.88,-79.92,-15.31,-22.88,-5.69,-6.05,-33.99,182.29,-18.17,-58.95
8.76,34.85,-24.84,-26.58,41.17,79.27,87.01,-19.35,-24.78,-41.6,-46.52,-28.43,-75.39,2.63,-14.37,-3.8,-12.46,-21.13,156.04,-22.46,-48.97
11.15,34.46,-15.44,-19.71,39.58,33.09,38.45,-17.78,-13.13,-20.99,-43.54,-14.52,-49.43,27.19,-3.27,8.51,-14.14,-4.14,74.23,-20.29,-30.66
6.79,19.26,-1.8,7.22,3.87,-45.7,-30.81,-7.35,-1.65,6.63,26.04,25.94,-8.48,34.16,2.4,16.75,-18.07,8.85,-35.7,-11.99,4.04
1.39,-1.04,17.52,34.3,-50.19,-112.56,-89.07,-2.63,16.4,34.3,46.97,54.47,19.85,57.58,27.55,31.78,-2.46,24.22,-139.97,5.73,26.06
8.8,-25.03,27.67,31.38,-86.39,-122.57,-111.31,-11.97,30.94,54.59,39.98,69.98,29.49,69.56,39.3,45.46,19.89,30.33,-179.58,9.8,29.91
11.09,-38.15,20.88,17.55,-79.49,-79.48,-82.61,-28.1,32.72,48.93,24.45,64.72,12.65,58.84,35.19,42.57,37.43,19.63,-147.88,9.74,19.61
6.15,-29.75,12.48,14.92,-52.62,-28.62,-34.56,-44.82,19.09,27.6,14.37,42.61,-16.77,36.38,20.66,27.71,38.6,-0.08,-64.85,12.91,-1.27
0.46,-11.25,3.44,-0.57,-8.83,39.23,32.44,-43.31,1.91,-0.74,-13.99,5.22,-49.16,9.06,0.94,9.81,30.58,-22.91,37.91,11.08,-31.11
-0.61,13.87,-12.97,-25.83,19.79,83.68,87.95,-28.83,-17.12,-23.07,-38.69,-17.63,-73.86,-14.98,-13.3,-6.92,14.03,-41.9,138.07,-1.56,-39.92
1.54,35.74,-20.99,-21.3,51.19,96.78,108.05,-17.26,-28.14,-33.09,-50.96,-31.68,-86.63,-26.99,-19.08,-13.42,-1.07,-48.01,176.82,-9.06,-62.33
3.19,42.47,-7.9,-12.01,54.62,57.54,77.23,-7.51,-28.67,-22.96,-38.2,-18.04,-80.3,-19.82,-19.37,-6.71,-19.1,-41.51,147.18,-13.6,-47.26
4.53,41.75,9.21,-7.27,42.71,3.97,25.6,-12.74,-15.35,3.69,-13.12,5.17,-59.29,-0.01,-8.54,0.15,-26.9,-26.16,63.18,-12.45,-17.45
10.26,34.11,27.1,5.26,1.22,-65.21,-43.98,-23.5,6.78,33.03,23.33,31.96,-25.8,30.13,7.12,10.59,-22.46,-5.24,-42.8,-7.89,15.52
8.65,13.74,36.81,27.66,-56.82,-115.18,-101.58,-21.51,29.18,56.65,56.17,58.03,4.38,55.81,22.29,22.53,-7.42,12.44,-146.73,-3.95,49.57
5.97,-6.14,37.97,42.73,-103.42,-133.57,-125.51,-20.71,37.11,59.85,68.15,74.97,17.62,68.38,32.02,32.94,7.06,16.56,-185.92,2.8,71.93
7.2,-12.74,32.5,34.79,-65.7,-99.97,-98.1,-30.45,31.74,39.63,38.42,61.01,9.14,60.98,28.73,32.66,20.77,7.11,-156.13,4.54,54.56
3.46,-12.28,19.74,20.75,-26.03,-57.19,-51.82,-14.39,13.04,3.23,20.46,43.12,-14.61,39.97,16.96,36.48,21.73,-12.73,-71.11,0.81,20.13
2.07,-1.09,2.76,1.81,3.86,9.34,12.83,-30.5,-4.1,-23.81,-0.42,13.92,-35.8,13.13,2.63,24.58,19.96,-34.9,33.06,8.71,-18.61
8.89,21.25,-8.86,-23.36,17.3,60.99,69.53,-55.89,-16.86,-35.77,-32.02,-10.15,-57.84,-3.52,-8.8,3.77,11.26,-46.51,135.38,12.27,-40.45
13.42,42.79,-12.62,-36.99,16.71,89.72,93.82,-48.85,-24.18,-36.26,-50.38,-26.09,-71.08,-10.33,-16.94,-6.11,-5.87,-46.84,175.61,7.72,-47.06
16.57,54.84,-8.06,-26.35,18.18,63.87,65.03,-38.74,-22.1,-22.51,-34.21,-19.42,-69.52,-1.79,-24.16,-7.93,-18.61,-36.64,144.42,-1.4,-31.1
11.31,46.64,6.32,0.13,8.53,15.05,15.32,-9.27,-16.71,-4.44,-13.44,-2.53,-45.44,13.83,-21.4,6.65,-24.85,-22.29,60.14,-9.1,-14.83
8.91,27.37,24.23,22.76,-31.61,-54.09,-51.77,12.54,-1.31,23.87,11.5,28.01,-14.86,39.11,-7.72,28.17,-20.72,-2.96,-44.16,-5.83,8.17
12.95,7.13,39.7,37.75,-67.52,-103.34,-108.06,3.98,20.06,49.39,36.8,49.61,11.07,64.35,4.8,38.06,-5.78,12.76,-145.55,4.84,36.9
15.71,-11.25,42.61,47.98,-72.23,-120.82,-132.92,-11.06,31.95,60.83,51.23,56.94,17.54,74.44,8.29,36.39,11.42,16.89,-186.99,12.22,51.81
13.58,-24.84,44.81,35.62,-58.76,-88.37,-105.67,-27.19,33.33,49.28,42.95,50.49,5.06,63.69,5.12,36.97,26.48,7.04,-156.42,17.23,28.71
12.24,-22.27,34.04,17.19,-50.06,-36.68,-53.01,-42.65,21.84,29.7,11.9,32.95,-11.94,45.98,-0.76,24.77,31.7,-6.65,-69.44,26.01,4.85
5.25,-12.68,14.34,-12.94,-28.91,28.87,16.04,-44.95,3.38,1.35,-25.33,11.02,-38.21,22.03,-6.61,20.84,31.23,-25.34,38.62,21.97,-20.54
-3.66,11.77,-22.41,-34.04,9.77,72.6,72.82,-33.29,-17.41,-24.11,-58.64,-8.45,-62.39,4.84,-10.47,21.5,18.38,-38.96,138.96,6.83,-43.25
-7.44,36.48,-28.72,-36.68,18.11,85.96,95.92,-28.24,-27.26,-35.98,-46.33,-20.6,-70.43,-7.57,-16.17,3.83,3.26,-43.91,174.39,-2.38,-45.35
-1.26,46.81,-24.28,-42.24,25.13,51.06,70.53,-19.3,-24.19,-27.49,-28.91,-11.61,-60.0,2.91,-17.06,4.39,-11.39,-34.51,146.62,-8.51,-36.23
2.16,37.1,-7.56,-34.01,13.39,1.72,21.96,-9.25,-12.16,-1.89,-9.54,3.77,-45.92,26.59,-5.65,15.49,-13.96,-16.47,65.26,-11.88,-19.26
-1.95,19.44,19.98,-0.95,-27.46,-68.51,-42.72,6.6,-3.12,22.7,30.8,35.93,-21.97,49.08,7.65,31.2,-16.52,1.86,-39.07,-9.96,7.18
-14.61,-11.0,46.6,35.53,-64.27,-121.3,-96.72,27.83,1.87,37.99,61.74,69.78,-0.79,65.39,20.28,54.34,-12.52,13.36,-141.27,-3.18,31.53
-12.19,-24.89,57.85,56.21,-83.33,-136.53,-118.92,20.56,8.5,47.93,61.6,79.74,0.68,72.74,25.44,59.9,-0.85,14.26,-180.2,11.96,40.33
-6.96,-21.83,49.05,59.32,-72.93,-100.68,-90.67,6.2,9.03,37.03,35.22,63.5,-8.68,62.39,21.99,52.55,6.96,1.02,-151.22,20.57,27.72
2.83,-5.52,40.59,22.42,-52.83,-50.09,-43.16,-36.45,10.25,21.03,18.84,40.43,-24.73,41.57,10.65,33.34,13.65,-16.64,-70.32,25.92,18.89
1.84,20.16,33.74,-17.21,-20.55,20.7,24.86,-66.39,-3.26,-6.88,-7.11,12.02,-51.32,14.62,-3.55,23.21,14.55,-35.57,32.77,27.15,-13.79
1.64,53.02,15.9,-29.5,11.36,71.89,79.93,-55.69,-25.0,-33.37,-37.21,-10.87,-80.69,-12.09,-16.7,17.33,-2.6,-55.08,130.42,19.1,-42.1
6.9,80.43,3.82,-32.85,28.07,87.98,99.29,-31.49,-28.18,-38.75,-51.93,-27.49,-94.2,-24.99,-22.66,12.65,-24.04,-63.85,165.79,7.58,-52.21
14.86,92.87,2.43,-26.72,24.41,52.49,68.22,-3.91,-16.71,-24.01,-45.89,-16.22,-87.64,-17.93,-22.92,17.66,-42.73,-58.63,132.8,-2.41,-39.53
7.36,86.22,10.32,-8.24,3.01,8.11,23.57,9.67,-10.47,-9.44,-23.4,6.79,-68.92,1.87,-11.29,26.34,-46.5,-40.26,51.71,-2.88,-13.76
6.54,71.9,28.89,19.41,-35.72,-51.62,-37.71,5.03,-1.83,8.27,14.47,30.26,-37.33,32.0,3.31,23.85,-33.37,-14.88,-48.16,4.74,11.86
2.12,48.97,48.24,42.91,-52.11,-96.21,-91.74,-1.44,10.08,22.17,50.19,51.16,-14.41,53.67,13.33,23.53,-17.78,3.25,-148.16,14.96,38.04
-0.43,30.57,55.59,46.67,-68.99,-110.6,-114.35,-13.91,18.51,24.78,65.13,65.71,-14.81,63.33,18.43,34.32,0.17,10.45,-184.61,22.68,50.41
0.84,25.42,49.53,32.96,-70.96,-74.3,-87.39,-37.83,19.48,12.35,46.54,57.06,-19.61,59.18,16.09,28.97,16.16,2.39,-152.3,24.99,51.21
0.64,28.31,37.46,13.76,-48.72,-24.84,-36.3,-40.45,5.72,-13.76,7.17,34.8,-29.94,45.49,9.85,19.93,21.73,-11.08,-68.66,25.25,23.04
-7.65,36.54,19.11,-6.41,-25.54,45.52,34.13,-29.8,-17.92,-47.04,-48.37,12.57,-57.77,24.08,3.66,21.19,22.88,-26.33,40.27,20.72,-14.74
-13.66,50.88,-1.67,-26.86,0.74,94.92,90.61,-15.1,-40.54,-74.48,-71.71,-10.03,-83.89,1.71,-3.19,14.25,12.9,-40.92,145.0,7.73,-36.7
-16.32,62.4,-7.51,-37.15,29.02,108.06,110.01,-8.09,-53.29,-87.05,-52.3,-20.41,-97.96,-8.93,-9.81,6.37,-5.31,-45.86,181.08,-0.99,-46.84
-11.35,74.16,-12.45,-41.63,31.79,70.21,78.59,-11.85,-49.4,-74.09,-24.7,-8.79,-84.94,0.87,-8.68,9.36,-19.52,-37.32,147.71,-1.18,-27.47
-6.61,72.0,0.4,-32.62,13.28,21.55,28.71,-17.74,-35.37,-51.45,-9.84,21.1,-60.19,20.18,4.34,17.11,-20.88,-18.59,64.97,-5.85,-3.81
-0.91,54.63,22.63,-10.69,-30.1,-44.31,-34.55,-1.65,-15.97,-25.03,-7.35,49.08,-15.58,52.06,19.04,29.4,-14.23,4.24,-37.3,-4.65,11.81
-1.4,34.92,36.46,6.14,-57.63,-89.32,-84.59,13.38,3.63,-3.04,-4.97,53.79,14.83,81.91,30.16,46.12,1.75,24.11,-134.54,4.35,23.16
-3.53,28.88,40.06,2.69,-74.87,-105.03,-107.25,-4.05,15.02,11.99,41.49,63.44,20.12,82.64,30.58,49.57,18.32,27.0,-176.33,6.86,32.11
0.78,30.38,25.31,-2.49,-99.05,-68.95,-77.5,-28.12,16.69,9.39,47.02,60.07,8.6,68.43,23.58,42.57,31.58,17.4,-143.77,17.84,20.23
2.14,28.85,14.64,-0.92,-106.11,-21.08,-25.97,-18.41,6.07,-12.6,17.11,42.09,-14.66,48.07,14.77,39.8,34.24,0.53,-58.62,15.89,-5.05
-7.53,29.08,8.51,-14.37,-38.53,40.97,37.47,-17.43,-15.81,-42.48,-11.27,15.72,-47.16,16.89,1.82,30.12,21.96,-23.76,38.95,12.2,-35.74
-11.98,46.29,2.52,-18.78,25.76,84.64,87.11,-22.41,-35.92,-69.46,-40.27,-11.77,-80.46,-8.86,-10.48,7.04,7.01,-41.87,134.12,13.3,-56.32
-19.52,68.27,-18.37,-12.53,53.52,99.3,105.36,0.93,-49.67,-85.08,-48.05,-23.41,-95.43,-18.37,-16.57,3.0,-14.19,-47.4,173.19,2.6,-57.09
-19.31,84.19,-13.29,-5.83,44.25,67.93,78.06,9.9,-48.42,-71.64,-34.13,-12.17,-88.96,-8.51,-15.7,7.96,-30.01,-36.51,143.18,-5.22,-45.66
-15.5,81.39,0.92,-0.34,26.55,20.65,32.19,14.62,-32.36,-48.91,-12.98,2.73,-63.6,11.92,-6.25,14.65,-33.16,-17.58,59.69,-5.0,-28.83
-5.18,66.51,23.06,16.44,-10.46,-43.15,-30.8,14.35,-11.11,-20.56,4.16,16.17,-25.8,39.75,5.39,21.2,-25.86,2.8,-43.05,-0.58,6.64
-3.39,43.03,44.88,37.42,-43.66,-88.86,-84.86,5.88,8.84,2.96,22.87,33.15,0.28,65.18,18.72,35.62,-10.21,19.85,-141.81,3.62,29.91
-4.06,18.51,50.29,38.68,-65.37,-104.27,-110.05,-5.66,17.38,13.97,52.2,51.5,13.35,69.61,22.62,44.39,4.28,23.26,-180.06,7.69,42.33
-3.45,6.71,41.43,24.91,-63.65,-67.42,-81.36,-11.38,15.24,4.14,25.09,44.69,8.11,63.67,23.47,44.45,19.08,16.3,-147.77,8.92,28.44
-4.21,12.62,29.31,23.6,-60.38,-12.63,-29.81,-15.71,2.57,-19.0,-6.94,26.69,-15.64,47.23,17.01,29.87,28.44,5.29,-60.45,11.21,-8.58
-11.21,22.3,12.27,5.43,-16.74,56.01,35.6,-22.26,-13.54,-45.52,-31.29,2.07,-47.05,19.85,0.33,6.78,29.74,-12.0,41.71,5.98,-37.99
-10.66,48.03,-1.94,-21.81,26.75,103.59,89.44,-25.06,-29.17,-68.49,-50.53,-25.45,-73.33,-2.69,-16.06,-10.62,21.1,-24.91,137.16,-2.34,-63.63
-8.46,67.08,-11.0,-37.1,46.7,122.24,110.32,-39.85,-34.96,-74.55,-34.55,-43.26,-91.95,-9.21,-22.11,-22.85,10.74,-23.7,173.87,-6.42,-71.57
-6.07,76.56,-6.94,-32.32,35.52,88.51,81.72,-21.2,-32.23,-68.0,-36.31,-32.49,-82.47,6.25,-13.02,-15.51,-1.71,-10.7,142.49,-9.51,-62.5
-6.43,72.64,-1.24,-16.93,28.99,43.26,33.09,8.18,-22.89,-49.29,-63.03,-8.42,-57.05,29.82,-2.02,0.09,-3.74,8.57,59.69,-10.34,-42.56
4.14,63.85,16.51,0.43,-3.65,-15.98,-32.44,-11.37,0.26,-11.47,-51.67,17.57,-11.29,53.46,5.2,-3.91,6.13,30.28,-42.17,-5.7,-7.31
6.75,40.0,37.98,22.37,-25.77,-72.17,-89.8,-15.89,20.45,15.41,-15.69,34.84,16.18,72.87,13.08,-0.18,15.94,44.35,-143.38,-2.93,25.89
5.25,16.66,41.87,29.86,-50.6,-95.29,-113.8,-18.15,28.43,27.23,27.7,46.94,19.21,74.62,18.76,14.06,27.66,45.67,-181.81,1.37,34.43
6.1,14.23,33.64,12.63,-84.75,-58.87,-82.74,-38.53,27.2,18.4,41.4,40.34,6.04,62.12,17.29,15.54,44.48,35.08,-147.16,8.68,29.27
4.9,16.1,26.92,-2.66,-63.91,-11.54,-31.19,-49.15,13.11,-6.67,26.45,26.57,-19.75,37.39,4.42,7.26,50.48,17.82,-62.48,14.58,1.8
-3.03,25.58,17.02,-15.61,-11.47,54.84,38.92,-43.42,-9.01,-41.94,-22.36,-2.84,-52.41,14.17,-6.82,-10.14,45.72,-1.39,41.25,13.72,-31.08
-9.06,52.94,-3.94,-41.96,28.58,101.85,95.08,-28.65,-28.86,-67.17,-55.6,-25.94,-75.05,-6.97,-16.05,-24.81,30.35,-16.01,137.77,4.77,-52.17
-13.4,75.18,-14.65,-74.02,52.9,117.0,113.09,-23.42,-40.6,-77.63,-58.32,-25.12,-81.66,-15.32,-15.67,-20.29,8.92,-20.12,176.72,-15.74,-48.86
-9.52,86.09,-3.45,-69.52,43.25,87.68,87.9,-17.64,-35.4,-63.26,-44.64,-23.03,-76.63,-2.85,-7.0,-19.88,-0.69,-7.53,148.15,-17.11,-55.13
-3.62,86.79,15.0,-42.12,12.19,38.44,41.29,-16.47,-20.58,-40.77,-19.53,-8.56,-70.94,15.7,-1.5,-22.41,-3.8,8.41,62.39,-11.65,-18.06
3.72,76.66,25.16,-4.83,-20.45,-29.56,-24.87,-14.33,-4.76,-14.02,8.09,19.47,-41.39,39.9,8.07,-6.0,-7.39,24.27,-42.89,-11.3,16.86
10.23,51.47,39.66,20.56,-49.5,-75.04,-79.55,-21.27,16.82,14.92,26.57,35.85,-8.4,64.16,16.51,5.06,6.79,40.81,-140.68,-3.04,27.59
8.42,24.36,42.37,37.42,-83.56,-87.9,-102.53,-23.69,28.53,26.16,33.45,43.36,8.62,74.15,19.73,6.98,22.75,46.44,-177.76,5.95,45.97
2.62,10.48,38.72,27.75,-64.97,-51.23,-73.0,-27.86,22.62,8.16,18.74,31.91,-1.77,65.65,13.19,7.14,35.89,35.36,-145.77,9.33,37.43
-1.0,5.74,31.1,6.24,-33.59,-2.97,-21.69,-44.19,9.62,-18.51,0.79,17.79,-24.38,46.76,4.44,14.8,38.13,18.59,-60.22,7.42,5.04
-12.61,15.37,15.13,-12.81,-6.2,63.37,46.9,-35.17,-12.87,-48.06,-24.77,-5.72,-54.29,20.37,-7.88,9.26,30.32,-2.29,44.66,10.21,-32.54
-12.63,42.69,2.95,-42.78,19.88,110.72,101.36,-32.64,-28.99,-66.72,-52.83,-31.44,-78.87,-0.23,-21.78,-8.64,17.47,-17.3,141.86,4.11,-46.11
-9.74,63.33,5.96,-50.55,52.54,122.31,120.9,-15.19,-37.41,-72.2,-72.43,-44.14,-88.09,-11.44,-29.46,-12.59,-1.25,-23.74,176.0,-4.79,-67.71
-6.95,74.0,9.92,-41.98,45.62,86.73,90.0,1.37,-35.26,-55.33,-65.21,-37.85,-79.13,-6.5,-22.87,2.01,-16.65,-16.1,142.17,-7.4,-59.63
-3.31,73.31,16.7,-37.66,25.28,40.61,40.84,-7.22,-19.36,-28.98,-41.55,-19.41,-57.73,13.53,-13.38,12.83,-15.88,1.84,59.08,-2.77,-36.48
-0.65,57.21,35.43,-2.92,-13.48,-25.74,-23.75,-4.45,-3.55,-5.91,-21.32,5.08,-31.37,41.44,2.1,25.83,-7.7,21.63,-42.19,2.31,-7.71
-7.67,30.95,45.67,29.38,-57.79,-73.0,-78.44,2.99,7.88,8.56,25.9,40.85,-9.84,56.04,14.09,42.75,2.58,32.05,-137.45,0.45,23.84
-6.07,15.66,51.57,31.46,-97.36,-86.26,-98.78,-4.93,20.71,12.22,42.44,51.75,7.48,68.03,22.5,44.57,18.47,36.46,-170.54,7.86,32.29
-8.96,7.38,45.63,14.02,-81.62,-49.7,-68.89,-9.58,16.11,-3.55,17.24,33.62,-0.17,66.0,24.33,41.5,30.46,25.04,-135.87,13.77,23.53
-13.01,3.83,26.07,12.58,-67.42,-3.4,-20.23,-1.44,-2.7,-29.18,-2.66,21.63,-23.48,44.86,17.17,43.03,27.76,2.08,-53.2,14.08,3.7
-10.41,19.03,2.42,-6.31,-42.57,63.53,44.45,-18.69,-14.59,-51.65,-32.58,-0.33,-52.91,20.43,10.25,29.72,24.78,-19.1,47.46,15.17,-28.51
-6.45,46.04,-17.29,-27.44,-6.64,105.13,99.6,-19.47,-28.55,-67.07,-68.1,-22.86,-87.44,-1.33,0.64,13.08,12.16,-34.6,143.86,14.21,-47.56
-9.63,59.15,-23.25,-34.31,34.16,114.6,117.2,-3.95,-40.79,-76.36,-81.39,-25.18,-97.1,-16.35,-5.8,15.64,-8.0,-40.16,180.91,1.65,-60.47
-10.65,66.14,-20.49,-19.98,18.08,80.71,88.86,0.75,-40.76,-57.51,-74.51,-9.92,-86.04,-7.67,-2.46,18.38,-18.1,-27.56,149.59,3.5,-51.17
-15.08,57.69,6.35,-11.19,-23.08,28.87,39.03,13.53,-33.32,-31.74,-36.45,10.13,-65.97,10.51,9.07,29.21,-20.83,-11.12,65.97,-0.52,-22.02
-11.88,49.28,24.56,14.42,-56.41,-37.71,-24.58,31.5,-20.16,-5.72,2.47,23.43,-32.54,36.4,19.45,41.04,-18.86,7.57,-36.9,0.94,-7.17
-8.79,30.18,36.13,40.19,-102.72,-84.9,-77.31,33.96,-0.94,14.99,48.98,44.37,-6.32,52.68,26.17,54.77,-10.66,23.23,-134.33,8.06,12.57
-3.08,15.1,41.68,45.43,-107.43,-95.95,-96.2,12.41,13.99,19.69,42.27,55.54,-6.29,64.49,30.32,54.96,6.27,29.93,-172.12,19.33,30.54
-5.5,2.63,35.02,33.19,-84.9,-55.73,-62.42,-1.7,14.4,1.05,8.1,46.27,-19.71,57.41,29.67,50.46,21.74,21.97,-135.29,21.66,22.57
-6.84,-10.16,28.2,18.47,-55.37,-7.92,-12.83,-15.64,5.93,-18.66,-13.5,25.34,-40.38,39.25,19.56,33.7,28.26,5.27,-52.33,24.08,6.36
-16.95,-3.77,5.61,-7.86,-20.93,56.88,50.15,-23.36,-10.29,-43.14,-30.98,1.79,-69.13,10.94,7.65,22.11,25.96,-14.95,48.12,16.93,-4.31
-18.61,24.05,-6.71,-31.23,-2.97,103.1,100.79,-11.72,-24.08,-65.14,-60.66,-20.36,-87.97,-11.75,-2.92,19.16,13.62,-28.82,139.45,11.57,-38.71
-9.34,47.91,-6.19,-46.86,19.29,114.92,119.36,6.1,-32.83,-69.76,-75.35,-32.63,-97.44,-21.53,-10.71,21.88,-3.32,-32.95,171.85,0.68,-62.79
-4.61,56.14,-3.23,-28.07,11.28,76.35,88.38,21.08,-34.6,-52.51,-61.48,-22.31,-95.54,-13.42,-10.46,23.72,-16.28,-24.38,136.19,-5.86,-41.38
-6.92,50.76,3.42,-4.41,-19.41,23.56,36.49,36.57,-26.02,-28.91,-31.88,1.51,-78.83,2.46,-3.48,31.29,-16.97,-10.3,51.47,-12.56,2.35
-0.25,42.78,17.35,15.12,-46.22,-40.16,-28.95,42.13,-2.86,0.8,-5.37,18.47,-45.53,25.56,8.25,37.46,-9.37,8.87,-48.3,-8.69,19.5
5.5,27.52,40.18,16.89,-66.65,-82.95,-82.73,-0.92,26.22,28.59,15.63,35.25,-14.95,49.61,20.59,41.74,8.44,25.79,-144.01,2.09,48.95
3.62,10.4,50.59,8.41,-67.94,-96.45,-104.13,-27.05,36.9,34.88,21.98,45.68,-1.11,59.97,25.26,44.05,24.29,31.11,-181.75,9.69,71.7
-0.2,0.49,45.14,6.8,-55.96,-59.93,-69.72,-34.22,33.39,14.69,6.25,38.32,-9.11,48.72,21.12,38.45,38.98,21.58,-146.43,15.97,45.85
1.94,3.22,35.05,2.77,-63.07,-13.28,-18.03,-25.45,17.6,-17.19,-14.85,24.94,-30.81,30.99,13.69,33.75,41.69,5.08,-58.73,15.5,14.39
-0.31,15.01,16.81,-9.25,-43.51,55.26,50.14,-19.95,-4.74,-46.35,-57.0,-5.34,-61.36,12.19,5.03,24.69,38.44,-12.12,44.1,17.07,-17.87
-6.65,29.94,-5.13,-30.85,10.47,98.95,100.59,-9.6,-23.44,-75.85,-70.54,-28.91,-70.88,-14.3,-5.04,23.09,19.02,-30.39,136.33,6.83,-53.87
-11.0,48.61,-16.9,-26.58,32.26,110.12,117.99,7.82,-32.87,-87.33,-72.69,-46.41,-71.37,-24.17,-9.7,23.26,-2.83,-37.24,172.65,-2.08,-72.4
-12.11,58.09,-12.52,-14.25,11.99,72.35,87.01,18.99,-29.86,-71.93,-44.69,-30.35,-70.69,-17.31,-9.74,24.01,-11.89,-29.14,138.25,-8.02,-48.89
-10.0,57.0,7.06,-0.71,-32.46,23.68,37.96,20.74,-15.26,-38.09,-26.4,-3.95,-64.65,1.41,1.92,29.83,-12.22,-11.33,57.81,-3.39,-19.07
-5.07,36.79,21.65,16.95,-68.37,-38.97,-25.06,33.89,-3.67,-3.06,-24.41,30.5,-41.18,27.64,20.73,52.1,-12.54,9.9,-39.84,-2.1,14.39
-6.99,14.25,37.82,27.88,-71.9,-81.18,-75.54,29.61,11.76,23.29,-29.35,51.4,-16.08,52.17,34.18,63.23,-0.86,26.03,-133.26,5.32,37.33
-7.05,-0.65,49.12,13.09,-76.87,-96.05,-96.0,2.92,26.33,39.06,-9.87,58.15,-9.26,59.68,37.4,58.69,16.31,30.38,-169.3,13.87,60.64
-9.94,-8.64,31.1,5.32,-75.47,-60.61,-63.58,-17.48,25.6,28.51,22.56,47.88,-26.38,40.24,26.08,52.71,29.09,16.46,-133.76,17.8,53.09
-5.69,-6.84,11.72,3.14,-65.11,-14.05,-13.59,-38.65,15.8,9.04,6.83,28.89,-45.64,23.44,18.72,46.57,29.91,1.16,-48.95,23.75,18.66
-8.29,7.53,1.51,-17.94,-43.89,52.84,52.61,-46.44,-2.13,-20.85,-24.81,1.91,-71.73,2.15,9.26,36.66,22.82,-16.89,53.92,18.06,-6.21
-8.34,29.63,-18.59,-44.47,-24.04,97.9,105.58,-25.99,-22.99,-48.73,-48.08,-17.21,-96.89,-16.78,1.21,31.88,13.53,-31.04,148.33,7.91,-33.68
-6.74,43.61,-27.65,-52.91,8.57,111.12,124.22,3.21,-33.11,-55.49,-69.27,-28.04,-108.95,-26.45,-3.29,32.78,-4.0,-36.33,183.22,0.56,-55.64
-0.65,45.52,-14.82,-35.55,9.5,71.79,93.3,22.12,-27.27,-40.46,-79.24,-18.82,-97.14,-16.16,-3.66,40.6,-22.12,-28.43,148.67,-8.32,-38.95
-1.33,34.06,8.57,1.41,-5.09,22.05,44.81,33.9,-16.0,-22.39,-63.98,-7.6,-74.27,3.05,4.75,51.49,-28.15,-15.5,64.47,-11.59,-22.65
