Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,F4-AV,C4-AV,P4-AV,O2-AV,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
-24.82,-316.23,-37.39,-5.08,-54.32,-15.82,-147.57,-33.36,16.04,279.53,10.01,-22.05,29.38,36.01,50.2,-4.43,55.04,-3.13,-71.27,159.57,99.77
11.89,-290.41,-50.65,-19.0,-45.64,70.58,-54.79,-53.66,-12.53,233.43,-15.11,-42.9,-4.63,7.73,37.93,-16.8,33.57,-23.7,63.53,115.98,55.53
31.92,-248.74,-39.93,-42.11,8.74,124.52,11.44,-59.12,-42.21,205.04,-24.19,-54.86,-31.52,-15.33,27.28,-28.9,3.35,-36.54,170.08,1.92,39.13
18.67,-224.37,-54.83,-45.39,56.1,133.89,27.96,-51.19,-67.44,199.34,-27.08,-65.09,-36.03,-20.91,21.57,-35.96,-21.84,-35.46,205.34,-12.24,35.7
-10.79,-214.66,-69.56,-29.05,49.35,75.03,-32.86,-32.96,-77.6,214.83,-8.5,-47.86,-17.4,-6.36,28.19,-26.5,-35.08,-20.25,153.21,51.81,57.35
-31.21,-240.41,-12.7,4.08,6.56,-7.41,-121.73,23.4,-66.35,237.36,16.81,-17.17,0.15,11.14,36.62,-7.43,-43.57,-7.26,31.43,98.83,88.45
-32.21,-265.14,-3.66,52.24,-41.95,-88.42,-208.75,79.06,-42.19,267.47,46.36,25.35,23.76,37.31,55.53,17.97,-41.96,11.6,-97.49,78.01,127.86
-19.75,-333.72,71.07,61.7,-77.13,-130.46,-263.11,82.14,-17.58,298.4,68.64,57.79,51.33,65.49,78.25,36.31,-20.96,31.53,-201.03,-6.59,167.54
-15.45,-366.53,47.47,54.64,-80.8,-133.94,-280.99,40.34,1.73,311.3,84.85,58.25,65.19,81.72,88.55,34.94,7.54,37.5,-235.83,13.64,185.55
-22.09,-337.03,-89.14,39.81,-62.42,-89.52,-239.76,6.66,13.82,299.76,75.12,41.16,52.45,70.74,84.75,28.31,34.02,22.08,-182.55,71.11,183.66
-43.33,-282.62,-99.78,21.45,-28.43,-14.22,-159.16,-17.85,-15.32,251.11,34.72,11.77,15.1,40.11,64.78,14.5,38.42,-3.3,-62.96,95.3,140.13
-34.12,-255.33,-91.82,-7.25,17.57,78.22,-63.29,-57.84,-48.6,201.95,-5.26,-17.55,-21.85,11.9,45.9,-4.11,27.19,-23.18,69.25,84.24,94.79
-0.77,-234.43,-98.63,-37.44,60.88,141.97,8.74,-78.6,-71.45,170.12,-31.57,-38.13,-44.46,-6.5,31.12,-24.18,6.17,-34.66,177.53,37.65,65.8
9.28,-216.67,-89.9,-43.29,62.5,152.42,28.79,-75.44,-84.62,158.76,-38.42,-52.17,-49.0,-13.0,25.48,-35.65,-19.12,-33.79,215.77,47.1,51.69
6.69,-207.29,-74.1,-24.71,38.84,89.16,-26.57,-35.04,-79.08,171.75,-22.6,-46.32,-30.49,-2.39,28.47,-26.29,-38.43,-22.78,161.34,70.84,69.15
5.87,-215.43,-54.19,-0.1,-33.15,3.04,-111.67,21.24,-62.85,196.85,11.56,-13.2,-2.72,19.47,42.55,-0.2,-48.27,-5.39,44.4,96.2,106.13
-1.86,-239.22,-22.0,18.83,-97.34,-85.15,-201.87,87.64,-40.17,223.18,48.66,26.08,26.26,47.74,62.61,33.06,-45.17,13.37,-84.79,92.17,138.13
-12.39,-266.5,-6.66,40.08,-99.25,-141.06,-268.36,96.72,-21.52,246.74,68.68,46.42,52.26,70.99,76.8,40.19,-25.23,27.05,-187.61,86.79,176.1
-13.0,-293.72,-7.9,36.55,-90.03,-147.9,-287.38,70.93,-8.63,255.64,73.57,57.38,64.46,82.41,87.4,42.51,6.71,31.29,-224.83,61.64,203.13
-26.88,-302.36,-28.82,10.8,-86.42,-80.77,-227.2,44.31,-11.6,237.47,60.59,52.0,53.96,75.71,91.02,44.42,39.05,23.61,-160.4,-4.73,196.56
-32.88,-273.99,-47.78,-29.25,-83.12,7.65,-137.39,-10.26,-22.85,210.42,40.17,23.53,28.89,56.28,79.11,26.14,51.13,8.75,-36.82,-16.9,159.4
-34.84,-238.16,-55.03,-48.8,-0.74,94.03,-45.45,-65.7,-45.94,169.97,1.13,-26.15,-7.64,23.98,51.57,-9.31,39.05,-14.31,89.98,21.33,101.77
-37.09,-199.41,-67.12,-49.8,73.1,146.28,18.49,-80.07,-71.34,135.39,-27.55,-62.09,-36.57,-4.63,29.63,-34.04,14.16,-32.47,191.9,29.7,63.76
-33.28,-169.55,-65.88,-51.67,101.38,149.77,31.85,-59.25,-84.9,119.73,-40.96,-72.87,-45.44,-17.38,18.74,-32.68,-12.74,-37.27,224.01,32.47,46.64
-30.47,-159.16,-53.13,-26.91,77.42,88.39,-28.7,-22.06,-83.37,130.98,-23.86,-60.77,-28.52,-7.82,22.54,-18.65,-30.81,-24.19,168.76,44.58,65.69
-30.89,-170.78,-30.41,0.45,34.86,4.81,-114.77,4.59,-65.94,161.38,14.7,-32.84,0.41,15.14,37.34,-5.77,-31.81,-3.09,50.41,54.97,106.5
-38.42,-201.45,-7.32,37.02,-23.07,-75.49,-208.46,48.94,-45.0,190.15,51.29,-0.67,30.26,38.86,53.72,13.86,-26.76,15.46,-83.1,89.1,140.05
-44.55,-229.13,-0.26,63.45,-68.3,-127.85,-272.38,75.5,-19.88,213.79,76.47,34.25,52.62,54.05,68.25,29.59,-9.84,29.22,-189.55,97.78,167.57
-45.97,-247.48,0.33,71.3,-90.36,-141.39,-288.25,79.77,-15.97,215.06,76.73,59.52,57.7,61.46,81.34,40.93,11.08,32.09,-223.53,79.2,185.97
-42.6,-247.3,-18.01,52.28,-71.04,-80.34,-230.7,49.0,-23.01,192.43,57.68,49.25,41.39,52.84,82.55,39.83,31.21,21.08,-159.11,37.61,164.67
-41.88,-229.37,-34.0,25.46,-25.01,0.07,-142.05,10.31,-39.07,160.37,32.11,17.19,7.51,30.31,69.13,21.18,33.97,2.34,-34.27,26.87,108.67
-43.7,-201.79,-50.11,-0.43,28.67,83.56,-48.61,-21.55,-63.92,121.65,6.09,-19.58,-32.03,-0.19,51.1,-4.58,26.18,-19.71,94.76,29.65,65.06
-40.34,-167.04,-62.51,-25.68,73.19,136.85,17.68,-63.08,-82.69,93.58,-19.7,-47.08,-57.12,-24.47,35.12,-27.19,8.97,-34.43,200.75,41.58,42.66
-39.92,-140.87,-62.56,-30.13,91.22,141.76,31.14,-56.59,-90.82,84.19,-21.25,-60.57,-68.22,-37.7,24.1,-33.48,-12.93,-39.8,233.99,50.23,37.75
-43.41,-131.42,-46.81,-8.12,70.93,80.81,-24.33,-17.85,-87.21,97.1,8.03,-50.29,-55.75,-28.52,27.09,-23.05,-30.51,-27.79,177.99,66.74,45.35
-43.56,-143.97,-30.46,14.07,28.6,-4.68,-110.22,24.19,-64.59,130.22,47.39,-17.25,-26.38,-3.01,44.6,-0.98,-30.35,-6.76,58.81,45.79,89.09
-49.76,-177.51,-15.08,38.47,-26.27,-93.8,-202.08,65.8,-41.9,164.42,82.73,26.64,7.51,26.37,68.25,25.85,-19.75,15.71,-73.47,38.03,140.2
-51.54,-208.34,1.58,53.28,-72.56,-145.18,-266.82,75.39,-23.44,184.4,107.84,57.71,32.34,47.97,87.78,41.21,-0.13,31.13,-176.36,52.16,171.33
-45.8,-227.98,11.52,54.16,-97.32,-147.41,-280.19,57.42,-17.46,184.57,113.78,62.95,39.67,57.47,95.88,41.77,20.45,34.57,-209.15,91.38,160.35
-49.55,-231.42,9.12,38.75,-78.07,-78.72,-221.31,24.43,-25.36,157.62,91.51,42.71,23.17,44.08,90.48,29.93,38.48,22.58,-148.9,104.63,116.36
-52.3,-213.28,-14.63,12.89,-34.34,3.83,-135.74,-29.34,-42.78,125.84,60.19,8.63,-3.88,19.07,75.06,3.24,44.61,4.71,-26.37,120.84,74.18
-52.6,-187.06,-32.99,-4.35,21.45,88.96,-42.05,-64.78,-64.39,88.28,16.46,-33.94,-40.53,-14.29,51.93,-19.89,33.44,-18.63,102.52,150.71,21.5
-47.24,-154.53,-45.29,-29.0,69.51,143.09,22.95,-69.31,-89.21,53.86,-9.18,-60.77,-68.1,-37.62,35.36,-33.15,12.0,-33.65,211.69,132.62,-4.86
-46.98,-127.75,-12.76,-48.74,94.69,151.28,43.99,-40.35,-102.67,43.71,-11.47,-57.32,-73.68,-40.05,37.12,-23.11,-8.16,-30.25,253.45,17.39,-17.71
-37.76,-113.78,-68.58,-45.16,81.69,96.23,-7.07,17.02,-83.58,75.66,9.66,-27.84,-45.09,-16.23,52.03,2.37,-14.46,-7.75,208.08,-78.77,3.65
-37.74,-124.77,-65.67,-38.38,41.64,12.02,-97.35,52.73,-58.54,113.39,38.08,1.18,-13.54,8.83,62.87,18.74,-16.43,10.05,87.76,-52.69,57.37
-40.17,-161.54,25.69,-6.86,-16.72,-73.1,-184.11,86.28,-41.84,137.74,66.16,22.82,13.84,32.28,74.03,31.32,-12.63,28.33,-48.97,-9.49,77.64
-51.17,-179.1,152.25,41.36,-73.78,-124.0,-239.58,101.42,-34.59,142.94,76.24,29.82,28.2,44.98,78.41,37.29,-3.69,38.22,-158.24,16.51,75.66
-41.62,-220.06,81.97,62.79,-107.81,-129.86,-250.95,79.9,-20.64,151.62,90.74,40.87,41.61,59.66,89.59,43.92,21.5,47.28,-188.59,55.92,93.09
-25.6,-205.01,-114.42,37.96,-94.25,-72.39,-199.45,43.76,-13.22,142.11,82.45,37.53,36.11,57.29,94.46,43.48,52.5,43.51,-124.55,84.68,92.98
-31.6,-184.19,-53.62,21.57,-56.67,6.91,-116.34,24.12,-40.45,96.66,37.23,4.07,-2.22,24.4,73.86,22.96,49.48,16.84,-6.83,72.51,41.36
-42.35,-158.8,-2.51,8.57,4.01,94.17,-24.02,16.57,-73.79,49.61,-5.5,-33.12,-43.66,-13.19,48.88,1.96,32.63,-12.9,124.29,35.54,-7.05
-51.29,-148.96,52.32,-14.98,51.29,153.64,44.09,-23.22,-97.77,22.23,-23.22,-59.17,-71.8,-37.6,31.83,-14.43,11.28,-27.75,229.83,8.53,-35.2
-45.26,-112.75,-113.0,-40.84,79.88,153.39,52.34,-23.58,-95.58,29.72,-24.27,-55.05,-70.05,-34.76,34.98,-1.58,-4.48,-21.36,269.74,33.25,-10.91
-51.45,-93.6,-97.07,-29.89,59.94,90.91,-10.57,10.3,-92.91,43.11,-1.51,-36.41,-59.52,-23.65,39.08,9.26,-26.01,-11.88,209.06,48.39,23.48
-55.95,-107.43,0.7,-0.66,31.92,12.29,-95.07,35.89,-80.31,63.07,28.35,-17.78,-39.01,-5.18,48.32,18.47,-29.67,5.55,86.69,66.65,33.4
-60.32,-123.62,55.81,29.09,-18.0,-67.46,-186.04,64.67,-62.8,93.74,63.21,11.78,-5.44,19.62,61.33,32.32,-22.78,25.12,-48.87,72.92,64.82
-58.53,-155.72,-5.46,48.05,-81.98,-124.25,-249.89,99.33,-32.13,129.7,94.27,49.85,30.58,47.8,82.16,55.36,-2.76,41.17,-151.6,64.53,118.99
-54.51,-168.81,-5.92,43.1,-95.29,-128.45,-263.15,87.96,-23.37,136.02,98.73,62.55,45.83,59.63,91.95,63.83,21.44,43.29,-182.86,31.79,135.31
-49.82,-173.65,-25.39,23.95,-68.05,-64.84,-205.25,45.35,-27.73,117.33,79.27,43.77,29.87,47.99,84.72,47.1,40.15,29.2,-128.71,40.59,115.06
-48.08,-155.93,-30.13,3.14,-27.29,15.1,-122.0,28.52,-46.6,81.58,46.16,9.4,-4.72,18.47,65.04,29.97,40.42,4.56,-14.28,35.4,70.35
-51.63,-146.01,-12.02,-13.26,25.13,104.26,-25.66,15.0,-72.29,35.29,8.65,-29.38,-46.15,-17.52,42.25,13.71,26.45,-19.36,115.32,24.38,23.64
-46.08,-112.73,-70.47,-36.4,72.89,158.9,37.78,-4.0,-90.13,8.96,-7.68,-53.89,-70.38,-40.25,27.69,2.32,9.33,-32.32,222.66,29.51,-6.24
-45.34,-86.76,-73.31,-53.86,96.87,161.64,51.52,-17.25,-100.47,5.69,-12.61,-53.99,-79.94,-48.71,24.41,1.33,-10.52,-33.22,258.12,30.82,-14.59
-54.75,-83.46,-59.55,-41.47,81.13,95.51,-8.74,6.16,-97.38,26.54,4.91,-25.6,-67.12,-35.86,34.33,17.62,-27.43,-18.7,198.68,25.87,28.89
-58.16,-100.65,-20.99,-1.94,35.14,9.45,-96.96,50.31,-78.12,57.99,24.78,-1.47,-40.51,-9.53,48.19,28.93,-30.6,0.62,76.85,30.51,76.43
-49.65,-122.83,-4.78,35.72,-35.67,-79.55,-190.26,107.09,-53.61,94.06,59.37,28.58,-6.74,19.98,67.92,52.28,-22.92,23.24,-55.43,41.36,92.01
-46.45,-149.76,11.53,53.37,-84.83,-132.86,-251.74,125.82,-33.03,111.69,102.45,61.49,15.24,33.92,82.37,71.7,-6.31,36.09,-158.23,53.33,104.48
-41.12,-158.41,12.15,62.64,-98.12,-136.72,-266.27,103.77,-22.8,109.81,105.6,68.37,25.3,45.24,92.36,78.23,19.57,41.64,-192.09,85.32,65.38
-35.44,-154.03,72.95,48.16,-79.73,-76.38,-213.61,52.39,-29.02,89.9,80.35,36.59,8.19,31.24,79.37,53.03,33.9,24.06,-139.35,82.61,34.2
-35.64,-139.73,-24.01,20.98,-42.53,0.99,-132.08,33.28,-42.12,64.54,55.82,15.62,-16.63,10.39,65.97,39.67,33.91,2.18,-19.4,76.11,31.97
-27.44,-105.42,-65.43,-12.01,14.66,87.69,-40.16,-7.86,-54.77,37.85,19.43,-23.39,-42.48,-13.56,47.47,21.22,31.77,-14.03,111.79,82.04,-47.8
-27.78,-91.97,-35.42,-42.47,64.62,143.98,26.09,-36.89,-82.17,8.77,-4.97,-48.33,-68.1,-37.87,27.8,-0.84,15.41,-28.78,215.25,59.16,-55.43
-33.09,-65.23,-78.63,-48.97,81.43,147.68,41.84,11.2,-100.84,-3.56,-6.21,-49.52,-77.67,-46.15,21.31,2.87,-6.72,-29.59,251.24,34.06,-45.77
-54.17,-71.12,-75.57,-26.07,53.78,78.7,-16.71,86.15,-122.43,-2.57,20.84,-16.48,-68.47,-34.39,30.26,29.97,-32.53,-19.78,195.45,9.59,35.43
-62.85,-99.41,-37.9,-8.57,17.79,1.32,-102.16,71.05,-115.03,24.17,61.4,27.5,-36.5,-6.7,48.53,48.82,-34.01,6.47,80.56,16.27,99.71
-55.58,-123.25,-11.75,10.69,-31.96,-82.67,-197.58,70.37,-80.85,69.88,104.67,58.75,2.91,19.48,62.02,61.43,-19.59,28.09,-56.14,48.56,121.99
-43.19,-144.42,1.19,29.16,-80.74,-142.88,-265.26,96.81,-35.64,108.61,120.48,74.53,26.69,34.2,68.21,66.26,0.32,33.98,-170.14,76.48,146.2
-26.76,-156.8,5.97,33.98,-106.25,-159.37,-285.86,85.36,-5.41,128.31,119.14,78.02,34.64,37.91,73.11,61.51,21.19,29.41,-211.06,71.09,172.32
-18.62,-158.88,56.94,16.24,-87.33,-97.35,-229.78,36.02,4.96,111.71,98.11,54.29,17.48,18.3,62.27,42.74,36.88,11.3,-161.82,43.79,142.41
-10.32,-142.11,-0.62,-10.87,-35.55,-9.13,-143.18,-16.84,-2.68,82.91,73.29,28.53,-6.6,-2.77,48.38,22.71,45.45,-4.56,-43.02,18.77,109.06
7.29,-103.2,-88.69,-29.34,29.31,86.11,-48.67,-31.57,-7.05,54.37,27.34,-21.56,-31.05,-24.9,31.63,5.52,47.16,-16.44,99.23,30.67,-16.67
5.3,-74.64,-89.67,-42.25,70.6,134.51,10.51,-31.79,-28.47,25.3,-4.32,-59.68,-58.39,-50.31,10.39,-13.92,25.83,-33.22,202.95,18.99,-17.07
1.86,-59.22,-67.63,-40.17,89.14,136.9,26.74,-1.29,-39.82,9.56,-9.95,-64.23,-67.72,-58.82,3.7,-14.62,1.5,-34.31,239.78,0.55,-51.5
4.38,-51.58,-35.95,-22.78,75.09,79.48,-24.91,23.98,-34.34,24.82,-5.31,-52.37,-48.14,-43.19,9.83,-6.94,-13.43,-15.0,184.35,15.08,-62.44
-0.91,-74.9,-25.51,2.02,33.72,-2.59,-108.16,53.99,-25.47,50.53,19.98,-25.16,-16.08,-13.79,28.3,13.19,-12.77,10.73,71.96,29.82,-8.75
-3.93,-96.83,-0.11,31.95,-21.28,-92.5,-202.18,84.81,-10.9,85.27,63.57,13.4,16.39,15.06,47.85,30.97,-5.58,32.81,-62.84,39.42,35.58
-2.34,-125.27,19.98,45.92,-63.98,-148.37,-266.53,94.78,15.98,117.87,88.97,38.3,40.88,32.83,59.98,41.04,10.54,42.58,-172.22,51.59,78.11
15.42,-144.97,14.61,51.62,-81.48,-149.03,-281.65,89.1,48.47,138.58,91.51,40.33,51.29,37.14,61.41,39.65,33.8,39.33,-209.71,60.18,54.37
30.16,-122.63,-26.83,41.0,-51.48,-79.35,-221.99,59.84,55.82,123.59,64.58,15.34,36.18,22.5,53.07,24.02,55.56,25.55,-151.51,71.66,-26.1
25.12,-107.91,-35.46,16.39,-7.7,-0.89,-134.46,19.33,29.96,83.51,34.28,-16.54,1.36,-5.52,36.59,0.19,52.13,1.71,-31.69,75.85,-35.52
10.06,-89.86,-45.7,-18.13,39.06,87.28,-39.22,-28.86,-8.83,40.04,5.22,-41.22,-36.59,-32.51,22.35,-22.63,38.49,-19.85,100.35,65.39,-24.5
5.13,-57.87,-51.89,-60.94,74.44,137.72,23.71,-64.4,-38.33,7.83,-13.73,-53.97,-66.53,-56.13,7.4,-43.87,15.75,-37.2,203.09,41.23,27.72
9.68,-31.12,-47.71,-89.09,80.87,142.53,40.95,-57.13,-46.8,1.45,-23.11,-58.75,-75.24,-62.06,-0.34,-47.73,-6.48,-37.29,235.53,36.04,36.45
5.54,-36.71,-27.55,-74.56,61.7,76.79,-17.8,-26.09,-46.65,16.37,-4.06,-37.56,-62.34,-50.8,5.32,-34.3,-27.61,-26.16,174.95,26.57,105.01
8.82,-49.09,-54.42,-42.26,18.45,-13.45,-109.19,12.29,-27.76,51.39,41.12,3.52,-33.23,-24.29,23.62,-10.32,-31.75,-7.2,54.12,11.99,177.3
6.24,-75.16,-17.74,9.56,-33.44,-100.38,-199.2,73.67,-6.84,86.12,79.13,46.8,-0.28,5.49,45.73,16.56,-21.73,15.28,-79.4,29.19,119.37
10.69,-97.96,32.3,61.21,-65.55,-134.36,-243.67,127.1,17.1,103.99,88.74,54.35,29.38,31.41,65.77,39.78,6.87,38.8,-169.97,81.9,-78.59
31.31,-96.65,60.99,93.25,-75.43,-125.44,-249.75,135.09,44.12,111.13,51.78,5.19,45.8,37.19,63.56,36.35,40.48,45.41,-197.72,118.02,-173.75
37.77,-90.27,46.9,75.97,-48.78,-59.99,-195.14,86.76,45.14,96.09,10.73,-31.61,29.94,20.6,51.51,20.54,62.99,30.53,-142.71,101.48,-149.1
31.32,-79.44,-4.17,46.39,-4.24,20.71,-112.92,31.37,22.76,60.16,-28.54,-44.51,-0.75,-2.34,38.74,2.78,64.99,8.32,-22.54,94.49,-122.74
17.2,-65.06,-12.24,22.63,46.02,100.96,-22.57,-6.25,-13.84,12.33,-49.84,-62.31,-37.71,-29.34,23.51,-20.55,51.76,-13.96,105.84,70.37,-117.97
13.7,-36.81,-43.09,-1.58,89.37,151.32,34.02,-12.66,-40.88,-15.92,-57.67,-76.7,-66.28,-53.86,6.61,-37.7,29.34,-31.63,204.36,50.0,-104.16
16.74,-13.0,-42.08,-10.45,108.39,173.23,45.54,14.92,-50.12,-19.15,-53.45,-83.5,-76.74,-66.83,-22.79,-33.11,7.04,-35.17,236.6,19.39,-115.49
23.28,-6.4,-37.36,-1.61,95.8,112.3,-9.23,42.93,-42.53,4.75,-43.11,-56.9,-56.72,-48.13,-41.0,-5.91,-6.07,-16.93,179.23,-11.24,-75.26
12.72,-30.36,-51.98,25.8,53.63,11.71,-96.18,67.27,-24.45,37.59,-11.28,-3.05,-25.59,-17.92,-30.93,16.36,-7.02,4.52,63.45,-4.36,10.3
9.63,-70.47,4.58,49.46,2.91,-70.09,-188.32,74.71,-2.47,70.36,21.56,32.18,14.73,15.92,-14.76,30.71,6.39,30.24,-69.35,26.0,26.82
9.28,-85.21,33.03,49.0,-41.78,-117.98,-252.73,55.38,14.61,96.89,55.58,55.9,44.4,38.66,-4.63,36.2,24.98,43.73,-178.11,38.54,84.22
13.33,-96.64,5.06,59.65,-64.18,-126.51,-266.28,63.95,25.75,102.02,59.57,56.96,55.38,45.76,-0.42,43.41,46.98,44.86,-214.98,60.18,86.1
11.7,-103.04,-15.84,48.31,-40.61,-61.54,-206.11,41.95,17.61,78.84,37.88,38.02,36.44,30.69,-7.73,33.81,62.63,29.89,-157.44,57.31,67.88
8.8,-90.87,-18.97,26.2,4.86,21.31,-117.89,18.02,-4.33,41.25,2.85,14.89,-0.23,8.97,-20.17,22.51,61.89,7.1,-36.61,49.0,2.36
14.8,-57.7,-28.43,5.57,55.85,112.97,-22.15,-8.22,-21.57,7.18,-37.44,-30.05,-26.66,-11.95,-34.59,6.0,56.39,-12.35,96.04,52.93,-117.04
17.65,-26.08,-33.64,-7.53,100.9,168.34,43.32,-20.36,-41.94,-25.63,-46.12,-59.34,-47.78,-36.86,-54.5,-10.71,38.72,-26.33,201.15,52.64,-186.33
11.11,-7.5,-29.46,-12.56,118.29,166.64,52.35,-15.47,-53.02,-26.57,-51.81,-68.77,-58.64,-52.17,-69.51,-24.6,11.98,-32.91,230.58,43.87,-130.99
10.76,-3.66,10.6,4.48,88.0,105.94,-5.48,2.95,-45.22,-1.84,-36.61,-55.72,-45.83,-42.42,-66.89,-27.88,-8.57,-21.71,169.24,44.12,-73.41
14.31,-14.56,43.21,24.35,43.73,21.1,-90.41,27.12,-25.18,29.67,3.68,-21.96,-16.71,-15.76,-45.85,-11.83,-13.59,-2.48,48.55,42.71,-40.05
23.3,-32.52,1.82,54.26,-2.94,-68.26,-179.84,78.47,2.85,67.74,39.26,24.58,23.07,18.56,-19.17,21.01,-0.65,22.5,-79.2,48.62,-43.63
22.3,-70.19,7.76,78.15,-44.57,-124.85,-240.89,98.23,19.32,90.2,60.01,54.0,48.11,41.97,0.84,40.3,20.23,35.16,-177.96,56.16,-13.94
17.98,-100.73,15.61,86.11,-69.59,-133.73,-257.43,107.94,20.78,86.58,65.54,61.61,50.19,47.2,10.58,47.01,35.73,30.87,-212.78,52.24,39.2
19.64,-100.08,27.33,74.72,-49.41,-65.8,-192.53,60.73,15.3,62.31,49.38,39.52,30.99,33.87,6.72,34.46,51.33,16.36,-154.57,50.2,-10.76
26.46,-78.95,22.4,46.61,-0.37,17.17,-106.04,-11.19,8.19,33.1,11.46,3.42,2.83,9.01,-8.53,3.36,56.32,-3.52,-35.51,63.58,-59.17
26.32,-52.58,-18.88,11.44,54.25,104.08,-13.97,-47.22,-16.04,3.17,-25.56,-24.6,-31.9,-18.64,-21.85,-14.71,48.5,-23.6,97.23,59.53,-94.94
25.29,-1.97,-32.53,-23.54,98.43,156.38,52.43,-62.08,-41.7,-17.81,-47.27,-47.29,-55.53,-39.02,-33.82,-24.57,28.44,-37.32,202.82,47.79,-147.77
20.18,16.87,-10.6,-40.19,107.35,157.18,65.31,-37.55,-52.79,-21.81,-54.23,-55.12,-62.15,-47.49,-40.27,-25.22,2.05,-41.31,235.75,37.19,-152.24
15.68,14.53,-6.45,-34.6,80.04,92.44,4.29,-0.97,-41.38,-0.14,-27.41,-33.85,-44.26,-33.87,-33.81,-13.77,-14.74,-30.55,173.9,40.31,-106.25
21.64,-9.15,-0.36,5.87,43.32,11.57,-81.08,54.05,-16.68,31.07,0.15,-6.94,-11.83,-7.54,-18.89,9.52,-12.52,-6.58,58.64,59.3,-124.59
18.7,-48.7,51.04,61.14,-10.46,-80.37,-175.15,108.66,-1.56,53.73,26.78,30.55,16.23,16.69,-2.11,32.39,-6.99,12.08,-80.57,80.24,-101.57
6.31,-93.1,56.51,98.45,-52.44,-136.21,-241.69,125.04,8.0,70.21,59.69,70.66,35.65,36.49,16.33,52.79,8.66,24.3,-186.25,76.58,-36.55
7.34,-110.83,19.53,97.82,-78.98,-140.35,-258.81,108.46,21.03,84.75,75.46,86.47,46.28,49.56,28.34,61.38,31.73,27.68,-215.56,58.81,-0.26
8.87,-105.35,2.46,59.93,-73.38,-73.65,-206.38,36.18,25.21,71.12,68.61,73.42,33.15,38.95,22.14,50.8,47.65,13.1,-162.11,54.78,14.95
8.72,-86.44,-13.46,27.71,-24.21,3.22,-124.89,-3.03,5.85,39.13,34.1,40.63,-0.97,9.58,3.29,28.29,46.02,-11.46,-47.01,54.09,9.8
14.33,-53.78,-23.23,9.03,35.81,89.42,-29.6,-24.57,-20.8,0.1,-7.05,-3.58,-38.32,-21.4,-16.82,1.8,36.31,-31.58,85.01,57.6,-57.94
20.59,-17.21,-34.62,-15.31,82.63,143.46,36.3,-49.5,-38.25,-20.87,-20.28,-35.74,-60.94,-42.15,-32.92,-28.93,20.99,-41.65,188.42,28.32,-83.28
22.14,8.63,-32.57,-23.71,105.39,148.04,51.22,-46.6,-47.21,-22.42,-23.77,-38.77,-67.63,-47.09,-36.45,-34.14,2.74,-37.33,221.83,3.58,-104.96
18.41,15.61,-10.74,-8.27,86.77,88.81,0.52,11.98,-42.66,-6.3,-14.67,-26.17,-52.72,-31.33,-25.91,-9.57,-13.56,-18.89,169.02,8.25,-137.65
17.92,-0.67,0.63,21.62,46.21,4.25,-82.78,67.32,-23.31,24.56,11.55,0.02,-23.76,-6.97,-9.38,20.62,-17.0,3.55,52.23,14.15,-120.81
21.62,-26.7,13.89,60.42,-7.69,-85.31,-177.43,103.92,-0.75,56.61,51.57,35.03,6.31,17.46,7.83,47.62,-10.47,23.14,-82.95,28.41,-82.01
15.85,-61.18,50.88,88.08,-52.22,-138.68,-242.1,117.59,8.42,74.74,74.02,58.35,25.69,34.82,19.01,64.92,2.95,32.47,-188.81,48.74,-32.99
19.37,-82.89,34.8,90.14,-66.17,-143.0,-256.48,109.73,12.38,78.23,91.46,71.29,34.32,42.24,25.44,69.83,25.07,31.32,-221.62,58.03,-22.77
18.58,-79.32,10.23,68.68,-38.7,-77.46,-197.35,59.88,6.26,59.47,60.24,57.93,20.09,28.45,20.62,56.77,46.3,16.62,-163.85,55.57,-29.57
14.68,-63.96,28.02,46.46,-8.35,4.6,-108.68,11.76,-12.3,23.44,8.51,31.18,-9.57,2.35,5.49,33.83,47.7,-5.91,-43.76,52.34,-58.08
20.94,-28.02,-4.42,16.26,21.25,90.6,-16.6,-39.51,-26.57,-10.33,-32.21,2.14,-37.22,-19.22,-7.52,9.27,46.08,-20.8,88.44,52.54,-106.05
20.14,1.2,-15.02,-5.77,61.81,144.14,47.18,-47.78,-47.11,-35.24,-56.71,-26.15,-60.62,-40.57,-22.1,-3.66,27.19,-34.05,192.03,39.28,-137.75
16.81,15.44,-54.93,-3.89,102.63,150.18,62.33,-7.73,-54.36,-41.2,-63.23,-39.76,-67.41,-49.42,-30.86,4.55,4.03,-34.84,228.82,16.83,-154.36
8.82,12.82,-36.39,22.17,85.78,81.09,5.62,58.54,-55.23,-29.76,-19.48,-20.72,-60.02,-45.35,-26.79,24.43,-22.52,-27.62,164.96,4.26,-125.04
6.33,-6.27,-16.49,44.97,51.27,-2.35,-82.29,73.24,-37.47,4.25,22.86,14.99,-35.11,-24.23,-11.82,40.78,-28.25,-10.31,42.43,18.86,-65.35
13.22,-31.99,9.74,62.58,-0.8,-89.83,-176.94,67.77,-11.62,46.07,59.6,52.56,0.68,7.9,8.53,51.19,-17.95,12.77,-93.18,35.34,-6.18
